Name,10th_marks,12th_marks,Stream,Skills,Interests,Personality,Recommended_Career
Karan_2068,89,98,Science,"Cybersecurity, Statistics, Python",Tech,ISTJ,Data Scientist
Karan_2069,84,94,Science,"Management, Accounting, Marketing",Business,INFJ,Accountant
John_2070,81,76,Arts,"Writing, Storytelling, Film Making",Art,ISFP,Content Writer
Ravi_2071,83,90,Arts,"Cybersecurity, Statistics, AI",Tech,ENFP,Data Analyst
Ravi_2072,94,64,Science,"Analytics, Sales, Marketing",Business,ESTJ,Accountant
Karan_2073,70,75,Science,"Graphic Design, Writing, Communication",Art,ESTJ,Graphic Designer
Sneha_2074,68,100,Arts,"Python, AI, ML",Tech,ESTJ,Cybersecurity Analyst
Arun_2075,90,84,Commerce,"Python, Data Analysis, ML",Tech,INFP,AI Engineer
Priya_2076,70,62,Arts,"Python, Deep Learning, Statistics",Tech,ISFP,Data Analyst
John_2077,66,78,Arts,"Marketing, Accounting, Excel",Business,INTJ,Marketing Manager
Sneha_2078,60,66,Commerce,"Writing, Storytelling, Communication",Art,ISFP,Film Director
Maya_2079,74,97,Commerce,"Excel, Marketing, Accounting",Business,INFP,Marketing Manager
Rahul_2080,85,67,Science,"Data Analysis, Cybersecurity, Python",Tech,INTP,Cybersecurity Analyst
Ravi_2081,89,81,Science,"Film Making, Communication, Creativity",Art,INFP,Content Writer
Ravi_2082,67,66,Arts,"Writing, Adobe Suite, Storytelling",Art,INFJ,Content Writer
Rahul_2083,83,84,Commerce,"ML, Statistics, Cybersecurity",Tech,INFP,Cybersecurity Analyst
Aditi_2084,86,86,Science,"Data Analysis, Networking, ML",Tech,ENFP,Data Analyst
Ravi_2085,89,96,Science,"Accounting, Excel, Analytics",Business,INTJ,Business Analyst
Maya_2086,68,86,Commerce,"Management, Marketing, Financial Analysis",Business,ISFP,Business Analyst
Arun_2087,71,86,Science,"Communication, Writing, Adobe Suite",Art,ENFP,Content Writer
Maya_2088,83,76,Arts,"Networking, Deep Learning, Statistics",Tech,INTJ,Data Scientist
Sneha_2089,64,75,Science,"Film Making, Adobe Suite, Storytelling",Art,INFP,Film Director
Aditi_2090,82,100,Commerce,"Data Analysis, AI, Cybersecurity",Tech,INTJ,Data Analyst
Maya_2091,87,85,Science,"Creativity, Adobe Suite, Writing",Art,ESTJ,Film Director
John_2092,64,81,Science,"Sales, Analytics, Financial Analysis",Business,ISTJ,Business Analyst
Rahul_2093,80,67,Science,"Statistics, ML, AI",Tech,ENTJ,Data Analyst
Priya_2094,61,92,Science,"Networking, Cybersecurity, AI",Tech,ESTJ,Cybersecurity Analyst
Sneha_2095,62,72,Arts,"Creativity, Graphic Design, Writing",Art,INTJ,Film Director
Priya_2096,94,65,Commerce,"Communication, Adobe Suite, Graphic Design",Art,INTJ,Film Director
Aditi_2097,66,90,Science,"Communication, Storytelling, Creativity",Art,ESTJ,Content Writer
Ravi_2098,80,87,Commerce,"Financial Analysis, Management, Analytics",Business,INFP,Business Analyst
Sneha_2099,77,64,Commerce,"Statistics, AI, Cybersecurity",Tech,ENTJ,Data Scientist
Arun_2100,75,89,Commerce,"Management, Financial Analysis, Accounting",Business,ESTJ,Business Analyst
Sneha_2101,97,75,Commerce,"Storytelling, Film Making, Graphic Design",Art,INFJ,Content Writer
John_2102,83,99,Arts,"Film Making, Communication, Adobe Suite",Art,ISTJ,Content Writer
Priya_2103,99,100,Commerce,"Sales, Financial Analysis, Analytics",Business,ISFP,Marketing Manager
Maya_2104,85,94,Commerce,"Storytelling, Writing, Creativity",Art,ESTJ,Graphic Designer
Neha_2105,66,94,Science,"Deep Learning, Networking, Cybersecurity",Tech,ISFP,AI Engineer
Karan_2106,100,77,Commerce,"Communication, Storytelling, Film Making",Art,ISTJ,Content Writer
Ravi_2107,98,65,Arts,"AI, Networking, Python",Tech,ISTJ,Data Analyst
Ravi_2108,87,86,Arts,"Communication, Film Making, Creativity",Art,INTJ,Graphic Designer
Karan_2109,75,91,Commerce,"AI, Statistics, Python",Tech,INFJ,Data Analyst
Neha_2110,76,84,Science,"Adobe Suite, Creativity, Writing",Art,ENTJ,Film Director
Priya_2111,62,95,Commerce,"Python, ML, Networking",Tech,INTP,Cybersecurity Analyst
Arun_2112,80,78,Arts,"AI, Statistics, Python",Tech,ENFP,Data Analyst
Rahul_2113,95,60,Science,"Deep Learning, Networking, Data Analysis",Tech,INFP,Cybersecurity Analyst
Ravi_2114,73,70,Arts,"Analytics, Accounting, Excel",Business,INTJ,Marketing Manager
Rahul_2115,71,80,Commerce,"Film Making, Communication, Graphic Design",Art,ISTJ,Graphic Designer
Karan_2116,61,73,Commerce,"AI, Python, Deep Learning",Tech,INTJ,Data Scientist
Maya_2117,73,75,Commerce,"Accounting, Excel, Analytics",Business,ISFP,Marketing Manager
Maya_2118,81,80,Arts,"Networking, Deep Learning, AI",Tech,ISTJ,Data Scientist
Rahul_2119,78,74,Arts,"Sales, Excel, Analytics",Business,INFJ,Accountant
Rahul_2120,86,76,Arts,"Statistics, Networking, Python",Tech,INFP,Data Scientist
Priya_2121,99,81,Commerce,"Storytelling, Creativity, Adobe Suite",Art,ISTJ,Film Director
Ravi_2122,96,75,Arts,"Data Analysis, Python, Statistics",Tech,ENTJ,Cybersecurity Analyst
Sneha_2123,68,72,Commerce,"Communication, Adobe Suite, Storytelling",Art,ESTJ,Content Writer
Ravi_2124,91,75,Arts,"Film Making, Creativity, Communication",Art,ISFP,Content Writer
Neha_2125,72,62,Science,"Analytics, Financial Analysis, Excel",Business,ESTJ,Accountant
Maya_2126,87,68,Commerce,"Creativity, Adobe Suite, Writing",Art,INFP,Film Director
Arun_2127,60,95,Arts,"Management, Sales, Excel",Business,INTJ,Business Analyst
Karan_2128,97,76,Commerce,"Sales, Financial Analysis, Management",Business,ISTJ,Marketing Manager
Ravi_2129,86,99,Science,"Financial Analysis, Marketing, Management",Business,ESTJ,Marketing Manager
Rahul_2130,79,77,Commerce,"Cybersecurity, Statistics, ML",Tech,ESTJ,Cybersecurity Analyst
John_2131,92,90,Commerce,"Analytics, Marketing, Sales",Business,INFJ,Marketing Manager
Neha_2132,79,76,Science,"Management, Excel, Marketing",Business,ENFP,Marketing Manager
Maya_2133,78,96,Arts,"Networking, Python, Statistics",Tech,ENFP,AI Engineer
Ravi_2134,69,96,Science,"Storytelling, Film Making, Adobe Suite",Art,INTP,Film Director
Karan_2135,74,67,Science,"Communication, Writing, Adobe Suite",Art,ISFP,Content Writer
Aditi_2136,72,90,Science,"Financial Analysis, Analytics, Accounting",Business,INTJ,Accountant
Priya_2137,91,87,Arts,"Writing, Storytelling, Graphic Design",Art,ISFP,Graphic Designer
Priya_2138,71,81,Arts,"Analytics, Accounting, Excel",Business,INTJ,Business Analyst
Maya_2139,66,84,Science,"Deep Learning, Data Analysis, Cybersecurity",Tech,ISFP,Data Scientist
John_2140,66,87,Commerce,"Python, Data Analysis, Deep Learning",Tech,ESTJ,Data Analyst
Priya_2141,74,85,Science,"Writing, Graphic Design, Communication",Art,INFJ,Film Director
John_2142,89,84,Science,"Management, Marketing, Analytics",Business,INFP,Business Analyst
Arun_2143,83,82,Commerce,"Storytelling, Graphic Design, Film Making",Art,INFJ,Film Director
Ravi_2144,68,72,Arts,"Graphic Design, Writing, Adobe Suite",Art,INTP,Film Director
Sneha_2145,69,85,Arts,"Statistics, Cybersecurity, Data Analysis",Tech,INFJ,AI Engineer
Neha_2146,75,61,Arts,"Sales, Financial Analysis, Analytics",Business,INTP,Business Analyst
John_2147,96,80,Commerce,"Creativity, Storytelling, Film Making",Art,INFJ,Graphic Designer
Aditi_2148,91,61,Science,"Marketing, Financial Analysis, Management",Business,INFP,Marketing Manager
Aditi_2149,84,87,Commerce,"Writing, Creativity, Film Making",Art,INFP,Film Director
Aditi_2150,62,97,Arts,"AI, Data Analysis, Networking",Tech,ISTJ,Data Scientist
Aditi_2151,77,80,Science,"AI, ML, Cybersecurity",Tech,ENTJ,Cybersecurity Analyst
Priya_2152,66,99,Science,"Cybersecurity, Statistics, Data Analysis",Tech,ENFP,Data Scientist
Arun_2153,84,71,Commerce,"Deep Learning, Cybersecurity, Statistics",Tech,INFP,AI Engineer
Rahul_2154,83,97,Commerce,"Creativity, Storytelling, Communication",Art,ESTJ,Film Director
Aditi_2155,73,92,Science,"Networking, ML, Deep Learning",Tech,INTP,Cybersecurity Analyst
Arun_2156,68,73,Arts,"Storytelling, Film Making, Communication",Art,INFP,Content Writer
Karan_2157,90,87,Arts,"Film Making, Graphic Design, Creativity",Art,ENFP,Film Director
John_2158,71,68,Arts,"Networking, Data Analysis, AI",Tech,ISTJ,Data Analyst
John_2159,61,73,Commerce,"ML, Statistics, Python",Tech,INTP,Data Analyst
Arun_2160,97,81,Arts,"Sales, Accounting, Financial Analysis",Business,INFJ,Business Analyst
Neha_2161,89,71,Arts,"AI, Networking, ML",Tech,INTJ,Data Scientist
Karan_2162,96,93,Arts,"Graphic Design, Creativity, Communication",Art,ESTJ,Film Director
John_2163,70,84,Arts,"Management, Excel, Marketing",Business,ENFP,Marketing Manager
Priya_2164,68,62,Commerce,"Excel, Financial Analysis, Marketing",Business,ISFP,Marketing Manager
Aditi_2165,60,100,Science,"Marketing, Sales, Management",Business,ESTJ,Accountant
Arun_2166,60,87,Commerce,"Cybersecurity, AI, Networking",Tech,ENFP,Cybersecurity Analyst
John_2167,78,89,Arts,"Creativity, Adobe Suite, Writing",Art,INFJ,Graphic Designer
Rahul_2168,91,81,Commerce,"Marketing, Sales, Excel",Business,ISFP,Business Analyst
Neha_2169,78,89,Arts,"Graphic Design, Adobe Suite, Communication",Art,INFJ,Content Writer
Aditi_2170,74,93,Arts,"Deep Learning, Statistics, AI",Tech,ISFP,Data Scientist
Ravi_2171,81,92,Science,"Storytelling, Graphic Design, Creativity",Art,ENTJ,Content Writer
Arun_2172,100,71,Arts,"Deep Learning, ML, Networking",Tech,ENTJ,Data Scientist
Sneha_2173,93,98,Arts,"Adobe Suite, Writing, Film Making",Art,ISTJ,Content Writer
Neha_2174,60,81,Arts,"Management, Sales, Marketing",Business,INFJ,Marketing Manager
Aditi_2175,75,82,Arts,"Financial Analysis, Excel, Sales",Business,ESTJ,Marketing Manager
Neha_2176,97,67,Arts,"Analytics, Financial Analysis, Excel",Business,ENTJ,Marketing Manager
Aditi_2177,65,75,Arts,"Deep Learning, Python, Statistics",Tech,INTP,Cybersecurity Analyst
Karan_2178,73,91,Arts,"Adobe Suite, Writing, Creativity",Art,INFP,Film Director
John_2179,84,61,Arts,"Sales, Analytics, Financial Analysis",Business,ISFP,Accountant
Ravi_2180,71,97,Commerce,"Data Analysis, Cybersecurity, Python",Tech,ISFP,Cybersecurity Analyst
Neha_2181,95,91,Commerce,"Networking, Data Analysis, Cybersecurity",Tech,ENFP,Cybersecurity Analyst
Rahul_2182,77,93,Arts,"Analytics, Accounting, Sales",Business,ESTJ,Business Analyst
Ravi_2183,91,93,Science,"Communication, Adobe Suite, Creativity",Art,ENTJ,Content Writer
Neha_2184,89,83,Arts,"Graphic Design, Writing, Film Making",Art,INFP,Content Writer
John_2185,77,95,Science,"Graphic Design, Storytelling, Film Making",Art,ISFP,Content Writer
Arun_2186,98,97,Commerce,"Marketing, Financial Analysis, Sales",Business,ENFP,Accountant
Ravi_2187,62,62,Science,"Sales, Excel, Financial Analysis",Business,INTJ,Business Analyst
John_2188,83,60,Commerce,"Adobe Suite, Writing, Storytelling",Art,INTP,Graphic Designer
Aditi_2189,61,68,Science,"Deep Learning, Data Analysis, AI",Tech,INTP,AI Engineer
Ravi_2190,100,97,Science,"Accounting, Sales, Management",Business,ENTJ,Marketing Manager
Priya_2191,79,87,Arts,"Accounting, Excel, Analytics",Business,INFP,Business Analyst
Rahul_2192,88,77,Science,"Deep Learning, ML, Statistics",Tech,INTP,Data Scientist
Sneha_2193,95,74,Science,"ML, Networking, Python",Tech,ISTJ,Data Scientist
Aditi_2194,79,92,Commerce,"Communication, Film Making, Adobe Suite",Art,ESTJ,Film Director
Maya_2195,95,88,Science,"Excel, Analytics, Sales",Business,ISFP,Marketing Manager
Aditi_2196,96,68,Commerce,"Communication, Graphic Design, Film Making",Art,ISFP,Film Director
Neha_2197,77,66,Arts,"Creativity, Film Making, Storytelling",Art,INTP,Graphic Designer
Ravi_2198,93,78,Commerce,"Data Analysis, Cybersecurity, Networking",Tech,ISTJ,Data Analyst
Sneha_2199,100,70,Commerce,"Financial Analysis, Accounting, Marketing",Business,INFP,Marketing Manager
Arun_2200,68,64,Science,"Data Analysis, Deep Learning, ML",Tech,ENFP,AI Engineer
Karan_2201,90,95,Arts,"Deep Learning, ML, AI",Tech,INTP,Data Analyst
John_2202,61,94,Commerce,"Data Analysis, Python, Statistics",Tech,INTJ,AI Engineer
Neha_2203,85,86,Commerce,"Marketing, Management, Excel",Business,INTJ,Accountant
Ravi_2204,79,93,Arts,"Marketing, Financial Analysis, Analytics",Business,ESTJ,Accountant
Maya_2205,82,89,Science,"ML, Data Analysis, Python",Tech,ENFP,Data Scientist
Ravi_2206,95,67,Arts,"Analytics, Sales, Management",Business,INTP,Marketing Manager
Priya_2207,86,62,Science,"Management, Excel, Accounting",Business,ESTJ,Marketing Manager
Maya_2208,76,80,Commerce,"Graphic Design, Film Making, Writing",Art,INTP,Film Director
Rahul_2209,68,61,Science,"Sales, Financial Analysis, Accounting",Business,INFJ,Accountant
John_2210,92,80,Science,"Cybersecurity, Networking, ML",Tech,ENFP,AI Engineer
Ravi_2211,61,68,Arts,"Statistics, Deep Learning, Networking",Tech,INTJ,Data Scientist
Aditi_2212,100,96,Commerce,"Writing, Storytelling, Film Making",Art,INFP,Content Writer
Karan_2213,79,72,Arts,"Writing, Storytelling, Adobe Suite",Art,INTJ,Film Director
Maya_2214,100,89,Arts,"Sales, Financial Analysis, Management",Business,ENTJ,Marketing Manager
Neha_2215,77,67,Commerce,"Analytics, Excel, Marketing",Business,INTP,Marketing Manager
Maya_2216,63,95,Science,"Data Analysis, Deep Learning, Python",Tech,INTP,Data Analyst
Arun_2217,98,64,Commerce,"Adobe Suite, Film Making, Storytelling",Art,INFP,Content Writer
Priya_2218,94,61,Commerce,"Adobe Suite, Film Making, Communication",Art,ISTJ,Film Director
Ravi_2219,74,97,Commerce,"Accounting, Excel, Management",Business,ISTJ,Marketing Manager
Priya_2220,74,64,Science,"Marketing, Financial Analysis, Accounting",Business,ENTJ,Business Analyst
Neha_2221,91,83,Arts,"Data Analysis, Networking, Cybersecurity",Tech,ENTJ,AI Engineer
John_2222,74,95,Arts,"Marketing, Management, Analytics",Business,INFP,Marketing Manager
Ravi_2223,88,92,Arts,"Marketing, Management, Financial Analysis",Business,INTP,Marketing Manager
Neha_2224,70,81,Arts,"Accounting, Analytics, Management",Business,ESTJ,Accountant
Neha_2225,62,98,Science,"Management, Financial Analysis, Accounting",Business,INFP,Marketing Manager
Arun_2226,100,62,Arts,"Financial Analysis, Accounting, Marketing",Business,ISFP,Accountant
John_2227,76,91,Science,"Film Making, Storytelling, Writing",Art,INTJ,Content Writer
Maya_2228,86,70,Commerce,"Networking, Statistics, Data Analysis",Tech,ESTJ,Data Analyst
Sneha_2229,75,81,Science,"Communication, Graphic Design, Storytelling",Art,INFP,Film Director
Aditi_2230,88,75,Science,"Marketing, Management, Analytics",Business,ISFP,Accountant
Arun_2231,89,87,Science,"Financial Analysis, Excel, Management",Business,ENFP,Business Analyst
Maya_2232,91,97,Commerce,"Networking, Statistics, AI",Tech,INFJ,Data Analyst
Rahul_2233,85,80,Science,"Communication, Writing, Creativity",Art,INFJ,Graphic Designer
Priya_2234,73,67,Science,"Deep Learning, Networking, Data Analysis",Tech,ESTJ,AI Engineer
Rahul_2235,65,87,Science,"Graphic Design, Film Making, Communication",Art,INFJ,Graphic Designer
Maya_2236,87,91,Commerce,"Management, Marketing, Sales",Business,ENTJ,Marketing Manager
Rahul_2237,79,66,Arts,"AI, Data Analysis, Cybersecurity",Tech,ENFP,Cybersecurity Analyst
Rahul_2238,81,65,Commerce,"Data Analysis, Python, Networking",Tech,ENTJ,AI Engineer
Aditi_2239,82,64,Commerce,"Cybersecurity, Data Analysis, Statistics",Tech,ENFP,Cybersecurity Analyst
Arun_2240,89,77,Science,"Analytics, Excel, Financial Analysis",Business,INTJ,Accountant
Arun_2241,60,84,Science,"Management, Accounting, Marketing",Business,ENTJ,Accountant
Neha_2242,90,89,Arts,"Sales, Marketing, Accounting",Business,ISTJ,Marketing Manager
Arun_2243,74,72,Commerce,"Cybersecurity, Statistics, Python",Tech,ISTJ,Cybersecurity Analyst
Arun_2244,76,81,Arts,"Marketing, Sales, Financial Analysis",Business,INFJ,Accountant
Karan_2245,81,90,Science,"Deep Learning, Statistics, Python",Tech,ENFP,Cybersecurity Analyst
John_2246,76,89,Commerce,"Management, Accounting, Marketing",Business,ESTJ,Marketing Manager
Ravi_2247,80,72,Science,"Creativity, Graphic Design, Storytelling",Art,ENFP,Film Director
Neha_2248,96,70,Arts,"Financial Analysis, Analytics, Sales",Business,ISTJ,Accountant
Aditi_2249,95,72,Science,"AI, Statistics, Data Analysis",Tech,ISTJ,Cybersecurity Analyst
Neha_2250,63,76,Science,"Statistics, Python, Data Analysis",Tech,ENFP,Data Scientist
Ravi_2251,73,98,Science,"Adobe Suite, Creativity, Film Making",Art,INTP,Content Writer
Maya_2252,63,96,Arts,"Adobe Suite, Film Making, Graphic Design",Art,INFJ,Content Writer
Arun_2253,91,73,Science,"Deep Learning, Cybersecurity, AI",Tech,INTJ,Data Scientist
John_2254,68,72,Arts,"Sales, Accounting, Marketing",Business,ISTJ,Business Analyst
Aditi_2255,76,77,Arts,"Accounting, Management, Marketing",Business,ISFP,Business Analyst
Arun_2256,90,74,Commerce,"Film Making, Creativity, Storytelling",Art,INFJ,Content Writer
Karan_2257,75,77,Science,"AI, Cybersecurity, Data Analysis",Tech,INTP,Cybersecurity Analyst
Priya_2258,94,96,Arts,"Film Making, Storytelling, Creativity",Art,INTP,Film Director
John_2259,66,60,Commerce,"Analytics, Accounting, Sales",Business,ESTJ,Accountant
Sneha_2260,63,81,Commerce,"Writing, Graphic Design, Film Making",Art,ISFP,Film Director
Ravi_2261,68,92,Arts,"Sales, Excel, Financial Analysis",Business,ENTJ,Business Analyst
Ravi_2262,61,95,Commerce,"AI, Data Analysis, ML",Tech,INFJ,Data Scientist
John_2263,86,88,Arts,"Film Making, Creativity, Graphic Design",Art,INTP,Film Director
Sneha_2264,96,87,Commerce,"Deep Learning, Networking, AI",Tech,INFP,Data Analyst
Aditi_2265,76,99,Science,"Adobe Suite, Graphic Design, Storytelling",Art,INTP,Graphic Designer
Maya_2266,60,64,Arts,"Analytics, Accounting, Excel",Business,ESTJ,Marketing Manager
Arun_2267,74,82,Arts,"Storytelling, Graphic Design, Writing",Art,ISTJ,Content Writer
Rahul_2268,81,94,Science,"Management, Financial Analysis, Sales",Business,INTP,Marketing Manager
Maya_2269,69,70,Science,"Cybersecurity, ML, Data Analysis",Tech,INFJ,Cybersecurity Analyst
Sneha_2270,85,60,Arts,"Adobe Suite, Film Making, Storytelling",Art,ISFP,Graphic Designer
Sneha_2271,77,90,Science,"AI, Deep Learning, Cybersecurity",Tech,ISFP,Data Analyst
John_2272,73,65,Commerce,"Excel, Accounting, Analytics",Business,ENTJ,Business Analyst
Rahul_2273,94,80,Arts,"Writing, Adobe Suite, Graphic Design",Art,ENTJ,Graphic Designer
Priya_2274,82,93,Science,"Marketing, Analytics, Management",Business,ISFP,Business Analyst
Priya_2275,85,68,Arts,"Accounting, Marketing, Analytics",Business,INTJ,Business Analyst
Aditi_2276,63,65,Commerce,"Writing, Adobe Suite, Storytelling",Art,INFJ,Content Writer
Sneha_2277,84,95,Science,"Management, Sales, Marketing",Business,ESTJ,Business Analyst
Priya_2278,97,86,Commerce,"Marketing, Analytics, Excel",Business,INFJ,Business Analyst
Arun_2279,72,90,Arts,"Writing, Creativity, Film Making",Art,ESTJ,Film Director
Ravi_2280,77,93,Arts,"Networking, Python, Cybersecurity",Tech,ESTJ,Cybersecurity Analyst
Aditi_2281,94,71,Science,"Management, Marketing, Analytics",Business,INTJ,Marketing Manager
Sneha_2282,70,93,Science,"Storytelling, Writing, Film Making",Art,INFP,Film Director
Neha_2283,84,91,Science,"AI, ML, Deep Learning",Tech,ESTJ,Data Scientist
Aditi_2284,95,62,Arts,"Storytelling, Creativity, Adobe Suite",Art,ENTJ,Graphic Designer
Rahul_2285,93,85,Arts,"Graphic Design, Adobe Suite, Writing",Art,ISFP,Graphic Designer
Aditi_2286,80,64,Commerce,"Writing, Film Making, Graphic Design",Art,INFJ,Graphic Designer
Rahul_2287,99,94,Science,"Storytelling, Communication, Creativity",Art,INTP,Content Writer
Karan_2288,70,65,Commerce,"Excel, Accounting, Financial Analysis",Business,ENFP,Business Analyst
Arun_2289,97,62,Commerce,"Accounting, Financial Analysis, Marketing",Business,ISTJ,Business Analyst
Priya_2290,77,74,Commerce,"Writing, Graphic Design, Creativity",Art,ENTJ,Film Director
